Epoch,Loss,Accuracy,Precision 0,Precision 1,Recall 0,Recall 1,F1 0,F1 1
1,0.4475253224372864,0.8388349413871765,0.9066918350729144,0.3271905424200278,0.9267932808716707,0.27180820335066436,0.9166323666978485,0.2969390975071
2,0.3802729547023773,0.9359223246574402,0.921750167998208,0.4395109395109395,0.9340950363196125,0.3945696129404968,0.9278815438385509,0.4158295281582952
3,0.26464322209358215,0.9533980488777161,0.9314406194336399,0.6607966457023061,0.9693931598062954,0.45522819179664936,0.9500380044863832,0.5390798700188131
4,0.2961046099662781,0.9320388436317444,0.9378419062304952,0.6657884832517877,0.9664043583535109,0.5109763142692085,0.9519089232145187,0.5781990521327014
5,0.3250993490219116,0.9067960977554321,0.9381713484182939,0.6375312165536925,0.9615617433414043,0.5161756210283074,0.9497225491844627,0.5704708699122107
6,0.2805487811565399,0.9339805841445923,0.953945646891705,0.7095132039452752,0.9654585351089588,0.6441363373772386,0.9596675629430457,0.6752460257380772
7,0.24626755714416504,0.9436893463134766,0.9575169520098903,0.7272727272727273,0.9669718523002422,0.6724436741767764,0.9622211764705882,0.6987843313822603
8,0.2660151720046997,0.9359223246574402,0.9594659923394444,0.7898767898767899,0.9761274213075061,0.6851530906990179,0.9677249967181142,0.7337973704563031
9,0.2729482054710388,0.9456310868263245,0.9605916850323111,0.7707332692923471,0.972911622276029,0.69526285384171,0.9667124034358965,0.7310554290053151
10,0.24429626762866974,0.9514563083648682,0.9621015392721388,0.7387902497743003,0.9671610169491526,0.7091276718659735,0.9646246438880819,0.7236551215917465
11,0.27655526995658875,0.9378640651702881,0.9585521170818903,0.7724432752384084,0.9738196125907991,0.6785095320623917,0.9661255512808483,0.7224357988620637
12,0.2255357950925827,0.9495145678520203,0.9610116702315283,0.7466872110939907,0.9689013317191283,0.6998844598497979,0.9649403741451744,0.7225287013567915
13,0.21728847920894623,0.9495145678520203,0.9630760068488052,0.8157199471598415,0.978889225181598,0.7134604274985558,0.9709182333295808,0.761171032357473
14,0.4173116981983185,0.9281553626060486,0.9580201443174985,0.7136335970785149,0.9643992130750605,0.6773541305603697,0.9611990950226244,0.6950207468879668
15,0.6193593144416809,0.8427184224128723,0.9489326703802011,0.6664546899841017,0.9603132566585957,0.6054303870595031,0.9545890449596661,0.6344785833207204
16,2.3630282878875732,0.9223300814628601,0.9435340352958623,0.663586584531143,0.9628102300242131,0.5600808781051415,0.953074676054228,0.6074561403508771
17,0.3217014670372009,0.939805805683136,0.9489451159996997,0.6455773955773956,0.956340799031477,0.607163489312536,0.9526286037309213,0.6257814825841024
18,0.25302326679229736,0.9514563083648682,0.9494781256939818,0.7291376912378303,0.9705281476997578,0.6057192374350087,0.959887745556595,0.6617229409908489
19,0.26071178913116455,0.9378640651702881,0.9560594795539034,0.7615230460921844,0.9729872881355932,0.658578856152513,0.9644491112277808,0.7063197026022304
20,0.2280852496623993,0.9475728273391724,0.9578230279566691,0.7683932695480039,0.9734412832929782,0.6727325245522819,0.9655690027207056,0.7173879562605884
21,0.39576616883277893,0.9378640651702881,0.9575499850790808,0.7530784186649384,0.9711713075060533,0.6712882726747544,0.964312546957175,0.7098350641417226
22,0.35841110348701477,0.924271821975708,0.952336691824367,0.7273940607273941,0.9690904963680388,0.6296938186019642,0.9606405520448537,0.6750270939773959
23,0.25741341710090637,0.9456310868263245,0.959156982175554,0.7561442706670922,0.9710956416464891,0.6842865395725014,0.9650893914612824,0.7184230477634571
24,0.28606587648391724,0.9417475461959839,0.9602016053761434,0.7706658089417819,0.9730251210653753,0.6920854997111496,0.9665708326286713,0.7292649520620911
25,0.2589785158634186,0.9417475461959839,0.9604948422783675,0.7664117272147865,0.9722684624697336,0.694685153090699,0.9663457922839739,0.7287878787878788
26,0.26083940267562866,0.9436893463134766,0.9636818334515322,0.8021269738962294,0.9767705811138014,0.71894858463316,0.9701820641452004,0.7582635186595582
27,0.24018284678459167,0.9417475461959839,0.9636974789915966,0.7983327989740301,0.9762030871670703,0.7192374350086655,0.9699099742515084,0.7567239021425315
28,0.23439417779445648,0.9495145678520203,0.9623429402333992,0.7979173446143834,0.9765057506053268,0.7082611207394569,0.9693726175051172,0.7504208110175976
29,0.2273721843957901,0.955339789390564,0.9635636608243955,0.7933014354066986,0.9754842615012107,0.7183708838821491,0.9694873192833374,0.7539790814006367
30,0.24098968505859375,0.9436893463134766,0.9627188081936685,0.8084756898817346,0.977943401937046,0.7108607741190064,0.9702713862092264,0.7565324316015986
31,0.20839324593544006,0.9495145678520203,0.9617041824530124,0.8179676985195155,0.9795323849878934,0.7021952628538417,0.9705364171383589,0.7556729872552067
32,0.261528342962265,0.9378640651702881,0.9611509721550987,0.8070116861435727,0.9781325665859564,0.6981513575967648,0.9695674185745627,0.7486448815239275
33,0.1947665959596634,0.955339789390564,0.9601261127596439,0.8135650988411725,0.9793053874092009,0.6894858463316003,0.9696209169913095,0.7464040025015635
34,0.21406149864196777,0.9572815299034119,0.9636479115295524,0.7957161125319693,0.9758247578692494,0.71894858463316,0.9696981089514644,0.7553869499241274
35,0.25801023840904236,0.9592233300209045,0.9663316019580733,0.8174273858921162,0.9783595641646489,0.7397458116695552,0.972308386441825,0.7766489764973465
36,0.1767035871744156,0.9728155136108398,0.9650638757495623,0.8288998357963875,0.9802890435835351,0.7290583477758521,0.9726168803138079,0.7757799293069002
37,0.20643088221549988,0.9592233300209045,0.9660903264271874,0.8345323741007195,0.9808565375302664,0.7371461582900057,0.9734174363595405,0.7828220858895705
38,0.241984024643898,0.9475728273391724,0.9638388201996126,0.8188691650230112,0.9791540556900726,0.719526285384171,0.9714360783724946,0.765990159901599
39,0.21683309972286224,0.955339789390564,0.965193659339016,0.8045136681500318,0.9767327481840193,0.7310803004043905,0.9709289206468597,0.7660411622276028
40,0.2136232554912567,0.9533980488777161,0.9667630600518271,0.7887970615243343,0.9738952784503632,0.744367417677643,0.9703160632503439,0.7659384752563531
41,0.18897798657417297,0.9631068110466003,0.9649712450519082,0.810012836970475,0.9776029055690073,0.7290583477758521,0.9712460063897763,0.7674065065369414
42,0.1838250309228897,0.9611650705337524,0.9658921656240691,0.8380513495720869,0.9813861985472155,0.7354130560369728,0.9735775409097734,0.7833846153846155
43,0.2050459086894989,0.9592233300209045,0.9674705552439709,0.8231184503016831,0.9789270581113801,0.7487001733102253,0.9731650901705624,0.7841476327333233
44,0.19355757534503937,0.9611650705337524,0.9645443009629021,0.8103225806451613,0.9777542372881356,0.7255921432697863,0.9711043474993425,0.7656202377323986
45,0.2797001004219055,0.9339805841445923,0.960829407618977,0.8197614991482113,0.9799863801452785,0.6949740034662045,0.9703133486917271,0.7522276066906363
46,0.263808012008667,0.9533980488777161,0.9650548709689502,0.7915492957746478,0.9748032687651331,0.7305025996533796,0.9699045754832395,0.7598017124831004
