Epoch,Loss,Accuracy,Precision 0,Precision 1,Recall 0,Recall 1,F1 0,F1 1
1,0.4634720981121063,0.6796116232872009,0.9021284682630178,0.24748883928571427,0.897964588377724,0.256210283073368,0.9000417124872019,0.25177405620210047
2,0.38716402649879456,0.8407766819000244,0.9171376232607086,0.31531744158602787,0.8902466707021792,0.3859041016753322,0.9034921000595136,0.34705805948824525
3,0.35232076048851013,0.8699029088020325,0.9501458397298127,0.5635747785304847,0.9366298426150121,0.6247833622183708,0.9433394299649445,0.5926027397260274
4,0.3287389278411865,0.8912621140480042,0.9506051437216338,0.6242038216560509,0.9508928571428571,0.6227614095898325,0.9507489786654562,0.6234817813765182
5,0.30082717537879944,0.9145631194114685,0.9517303845718383,0.6426258463350015,0.9540708232445521,0.6305603697284806,0.952899166808366,0.6365359381834086
6,0.27474167943000793,0.9184466004371643,0.9558980619563558,0.6262900597501357,0.9479418886198547,0.6660889659156557,0.951903350809209,0.6455767077267637
7,0.28374072909355164,0.9300971031188965,0.9583444186842005,0.6603404967903991,0.9539573244552058,0.683419988445985,0.9561458392582902,0.6716820440028388
8,0.24011342227458954,0.9456310868263245,0.9627256180797816,0.7038614423622942,0.9605402542372882,0.7160600808781051,0.9616316945685932,0.7099083619702176
9,0.246714249253273,0.9339805841445923,0.964270797737024,0.7087433230250211,0.9608050847457628,0.7281917966493356,0.9625348215808524,0.718335945291352
10,0.2417077273130417,0.9378640651702881,0.9656188605108055,0.7448920023350847,0.9669340193704601,0.7371461582900057,0.9662759924385633,0.7409988385598142
11,0.22245335578918457,0.9456310868263245,0.9669706027013734,0.7476176725382616,0.9669340193704601,0.7478336221837089,0.9669523106898965,0.7477256317689531
12,0.23202504217624664,0.9533980488777161,0.9658915893467563,0.7803238619003972,0.9727981234866828,0.7377238590410168,0.9693325542382146,0.7584261321455086
13,0.2593948245048523,0.9436893463134766,0.968054612657464,0.7736686390532544,0.971057808716707,0.7553437319468516,0.9695538850904696,0.7643963753288513
14,0.2422723025083542,0.9456310868263245,0.9672433245581046,0.7842009685230025,0.9730251210653753,0.7484113229347198,0.9701256082380898,0.7658882648536801
15,0.21254460513591766,0.9359223246574402,0.9691943127962085,0.7989721886336155,0.9748411016949152,0.7634315424610052,0.9720095062054397,0.780797636632201
16,0.2188969999551773,0.955339789390564,0.968688918959555,0.7990881458966566,0.9749924334140436,0.7593876372039283,0.9718304547854288,0.7787322274881516
17,0.21931098401546478,0.9611650705337524,0.9698074898480975,0.8062462098241359,0.9758247578692494,0.768053148469093,0.9728068190389982,0.7866863905325445
18,0.20040826499462128,0.9631068110466003,0.969542385596399,0.8194186765615337,0.9779055690072639,0.7654534950895436,0.9737060197393205,0.7915173237753883
19,0.2294354885816574,0.9514563083648682,0.970873786407767,0.8096385542168675,0.976089588377724,0.7764298093587522,0.973474700977248,0.7926865231495135
20,0.23519845306873322,0.955339789390564,0.9702959156884071,0.8263695450324977,0.9787757263922519,0.7712305025996534,0.9745173745173745,0.7978484984311969
21,0.18558813631534576,0.9592233300209045,0.9696650357546105,0.7990373044524669,0.974727602905569,0.7671865973425765,0.9721897286894835,0.7827880931329206
22,0.20951996743679047,0.9611650705337524,0.9712395202827174,0.8185128983308042,0.9773759079903148,0.7790294627383015,0.974298052082744,0.7982832618025751
23,0.18265753984451294,0.9650485515594482,0.9703634319970026,0.833645443196005,0.9798350484261501,0.7715193529751588,0.9750762395994126,0.8013801380138014
24,0.20252540707588196,0.968932032585144,0.9712602708888305,0.8318420240666461,0.9793810532687651,0.7787406123627961,0.9753037581237638,0.8044159331642547
25,0.17491531372070312,0.9514563083648682,0.9726248591813744,0.8373161764705882,0.9799107142857143,0.7894280762564991,0.9762541932079455,0.8126672613737735
26,0.15958596765995026,0.9611650705337524,0.9709335033567116,0.8316310739709069,0.9794188861985472,0.7761409589832466,0.975157736133346,0.8029284326908711
27,0.17635811865329742,0.9747572541236877,0.9720222022202221,0.8408668730650155,0.9805538740920097,0.7845176198729058,0.9762693988247703,0.8117154811715481
28,0.17499534785747528,0.9631068110466003,0.9734383241654736,0.8224940334128878,0.977489406779661,0.7963604852686309,0.9754596594555819,0.8092163193425301
29,0.18323805928230286,0.9572815299034119,0.9732686668170539,0.8346480582524272,0.9793810532687651,0.7946273830155979,0.976315293230247,0.8141461970997337
30,0.16227693855762482,0.9708737730979919,0.9723334955636255,0.8554822494502042,0.9825968523002422,0.7865395725014442,0.9774382326929228,0.819563581640331
31,0.13733215630054474,0.9708737730979919,0.972202369757382,0.8229072227258991,0.9778299031476998,0.7865395725014442,0.9750080162966595,0.8043125092305421
32,0.1613541543483734,0.9650485515594482,0.9733833177132146,0.854923889406648,0.9823320217917676,0.7949162333911034,0.9778371966030843,0.8238287681484808
33,0.1526474952697754,0.9611650705337524,0.973161406402279,0.8538557213930348,0.9822185230024213,0.7931831311380705,0.977668988890981,0.8224019167415393
34,0.13546700775623322,0.9728155136108398,0.973778128404523,0.843969465648855,0.980667372881356,0.7983824378971692,0.9772106086595918,0.820543268517144
35,0.15439793467521667,0.9708737730979919,0.9754428189989094,0.8504389948531638,0.9813105326876513,0.8113807047949162,0.97836787809064,0.8304508499630452
36,0.1460491120815277,0.9728155136108398,0.9739306315079781,0.8654568210262829,0.9837318401937046,0.7989601386481803,0.978806700545831,0.8308801441874437
37,0.13366815447807312,0.9766990542411804,0.9750056378260543,0.850669099756691,0.9814240314769975,0.8079145002888504,0.9782043063463931,0.8287407407407408
38,0.1674371063709259,0.9611650705337524,0.974411886091622,0.8577599506325209,0.9825590193704601,0.803004043905257,0.9784684939248376,0.8294793376100253
39,0.16141490638256073,0.9592233300209045,0.9754296050648176,0.8368076235854676,0.9792675544794189,0.8116695551704217,0.9773448119619393,0.8240469208211144
40,0.11929310858249664,0.9747572541236877,0.9739189087911264,0.8622194513715711,0.9832778450363197,0.7989601386481803,0.9785760006024323,0.8293853073463268
41,0.15704023838043213,0.955339789390564,0.9745835996540964,0.8450106157112527,0.980667372881356,0.80473714615829,0.9776160214222407,0.8243823050747151
42,0.19833949208259583,0.9572815299034119,0.9726150729639494,0.8439913500154465,0.9808943704600485,0.7891392258809936,0.9767371771930156,0.8156441259889535
43,0.14228537678718567,0.9728155136108398,0.973742368056336,0.8636221457616515,0.9835048426150121,0.7975158867706528,0.9785992584087787,0.8292536416879411
44,0.12210174649953842,0.9708737730979919,0.9748170388440608,0.8590335487842413,0.9826725181598063,0.8061813980358175,0.978729016334759,0.8317687378930114
45,0.11037629097700119,0.9825242757797241,0.9766733135181911,0.857315233785822,0.9821050242130751,0.8209127671865973,0.9793816377732923,0.8387191972849343
46,0.11907225847244263,0.9708737730979919,0.9751555122536161,0.8725062344139651,0.9845263317191283,0.8084922010398613,0.9798185172634511,0.83928035982009
